"","RowNumber","CustomerId","Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"9375.2",9375,15632538,"Watson",658,"Spain","Female",32,5,145553.07,1,1,1,31484.76,"0"
"42831",6715.49995801295,15717086.4220104,"Marino",598.818188603967,"Spain","Male",59.6636349216569,2,0,1,1,0,113668.429286748,"1"
"6747",922.456331210211,15643509.8110531,"Walker",727.621234378777,"Germany","Male",36,2,115849.526686651,2.47929218737409,0,0,58528.6305747302,"1"
"58451",8076.7206302355,15755117.0321263,"Rounsevell",672.921224621125,"Germany","Female",44.2404415667988,2.92584044765681,115919.368835465,1,1,0,110943.760354421,"1"
"8773",8773,15592123,"Buccho",768,"France","Male",30,6,0,2,1,1,199454.37,"0"
"160.1",160,15804017,"Chigolum",631,"Germany","Female",33,4,123246.7,1,0,0,112687.57,"0"
"697",697,15727299,"Edgar",445,"Spain","Male",62,1,64119.38,1,1,1,76569.64,"1"
"8757",8757,15784923,"Chimezie",705,"Germany","Female",37,3,109974.22,1,1,1,36320.87,"1"
"7376",7376,15638871,"Ch'ang",639,"France","Male",77,6,80926.02,2,1,1,55829.25,"0"
"6711.1",6711,15701037,"Barton",578,"France","Male",39,2,0,2,1,0,70563.9,"0"
"4540.2",4540,15574206,"Shillito",718,"France","Female",37,7,0,2,1,1,55100.09,"0"
"8868.1",8868,15653773,"Shaw",457,"France","Female",38,7,164496.99,1,1,1,163327.27,"0"
"2048",2048,15814536,"Conti",549,"France","Male",37,2,112541.54,2,0,0,47432.43,"0"
"7303",7303,15708236,"Wright",491,"France","Female",72,6,91285.22,1,1,1,7032.95,"0"
"4122",4122,15606133,"Lay",628,"Spain","Male",42,7,0,2,0,1,172967.87,"0"
"26791",2252.09617648763,15719465.0011597,"Gallo",623.803983886726,"France","Female",42.5906072813086,6.48187854373828,136357.755372478,1,0,1,141675.920494575,"1"
"31891",1999.99852622882,15787200.8805385,"Tai",823.805810092948,"Spain","Male",59.9631039176602,7.99223240371794,134266.928802587,3,0,0,153109.262087972,"1"
"7103",7103,15677112,"Chukwufumnanya",519,"France","Male",39,2,112957.26,2,1,0,97593.16,"0"
"1883",1883,15707114,"Holder",831,"France","Male",30,2,0,2,0,1,3430.38,"0"
"20251",2816.79026142554,15785967.238271,"Winters",593.694954820443,"France","Female",38.2782761645503,0.0252978331409395,0,1,1,0,67258.031058643,"1"
"348",348,15747358,"Russell",643,"Germany","Male",59,3,170331.37,1,1,1,32171.79,"0"
"6382",6382,15714046,"Trevisano",720,"Spain","Male",33,3,123783.91,2,1,1,142903.44,"0"
"17181",6157.41502009798,15587375.6672171,"Mao",608.145228336565,"Spain","Female",39.8757993075997,7.06210034620017,0,1.93789965379983,0,1,127953.625427888,"1"
"2168.1",2168,15780846,"Redding",787,"France","Male",33,1,126588.81,2,0,1,62163.53,"0"
"2344.1",2344,15765902,"Gibson",706,"Germany","Male",38,5,163034.82,2,1,1,135662.17,"0"
"5635",5635,15756918,"Simmons",754,"France","Female",38,2,0,2,0,0,3524.69,"0"
"3098",3098,15708228,"Toscani",476,"Germany","Male",30,3,134366.42,1,1,0,68343.53,"0"
"2566",2566,15596088,"Fanucci",705,"France","Female",50,4,77065.9,2,0,1,145159.26,"0"
"5551",8471.24746864871,15633141.3180073,"Ebelechukwu",625.513661380159,"Germany","Female",54.3139101059642,3,87036.945109792,1,1,0,64069.2434395663,"1"
"5434",5434,15641575,"Anenechukwu",577,"France","Male",37,2,127261.35,1,1,0,56185.05,"0"
"17211",2391.46478695981,15673885.7412719,"Pai",644.804946233053,"Germany","Female",35.4588928716257,7.11472321790643,84708.6620625779,3,1,0,118736.160950486,"1"
"8495",8495,15740237,"Millar",671,"Germany","Male",36,2,116695.27,1,0,0,193201.86,"0"
"2032",2032,15591357,"Cowger",765,"France","Male",51,3,123372.3,1,1,1,115429.32,"0"
"1981",1981,15775880,"McElyea",554,"France","Female",30,9,0,2,1,1,40320.3,"0"
"9961",9961,15681026,"Lucciano",795,"Germany","Female",33,9,104552.72,1,1,1,120853.83,"1"
"1513",1513,15586974,"Pearce",656,"France","Male",39,10,0,2,1,1,98894.64,"0"
"3556",3556,15629094,"Fomin",528,"France","Female",36,1,156948.41,1,1,1,149912.28,"1"
"3472",3472,15743582,"T'ang",632,"France","Female",27,3,107375.82,1,1,1,62703.38,"0"
"2635",2635,15680278,"Ts'ai",661,"Spain","Female",42,9,75361.44,1,1,0,27608.12,"1"
"1053",1053,15623471,"Marcelo",607,"Germany","Male",38,3,98205.77,1,1,0,176318.27,"0"
"27731",4453.18946361914,15596920.7252823,"Sullivan",545.645684726536,"France","Male",45.1550129321404,1.97785529540852,2363.35550863411,1,0,0,195844.873218212,"1"
"1604",1131.82076356839,15722255.0923467,"Cocci",795.098266325425,"France","Female",50.8092485158704,4,0,1,1,1,26436.5020848766,"1"
"1999.1",1999,15779497,"Ts'ai",603,"France","Male",43,5,127823.93,1,1,1,19483.35,"0"
"5991.3",5991,15625494,"Li Fonti",573,"France","Female",32,9,125321.84,2,1,1,130234.63,"0"
"3063",3063,15697574,"Stewart",582,"France","Female",40,9,0,3,1,1,60954.45,"0"
"35810",590.07117498084,15606910.1405698,"Donoghue",644.177341941046,"Spain","Female",48.8398886676878,9.95997216692194,1475.02805059637,2.02001391653903,1,1,160354.425436532,"1"
"4257",4257,15578462,"Hs?",596,"Spain","Female",76,9,134208.25,1,1,1,13455.43,"0"
"1687.1",1687,15570205,"Tao",682,"Spain","Male",36,5,0,2,1,1,147758.51,"0"
"48671",7864.04746633349,15679818.9224783,"Lavrentyev",686.384505684255,"Spain","Male",52.6060152405407,7.33860737038776,101436.583121947,1,1,0,68605.7549825554,"1"
"4339",6958.56466756249,15738098.8632934,"Cartwright",730.175302696414,"Germany","Male",52.8778729732148,8.52035450446419,142950.248192726,1,1,0,75659.8668085963,"1"
"179",689.388957786374,15615890.6591008,"Bevington",688.416235434823,"France","Male",39.0952873788774,2.15078543685377,77635.2574342709,3.42460728157312,1,0,41218.9826930815,"1"
"20011",2960.88541544415,15668013.7073876,"Thorpe",757.816840990912,"France","Male",31.6993151044007,7,143424.976220795,2,1,1,139923.294015194,"1"
"2399.1",2399,15633877,"Morrison",706,"Spain","Female",42,8,95386.82,1,1,1,75732.25,"0"
"8371",8371,15807107,"Patel",612,"France","Male",32,3,121394.42,1,1,0,164081.42,"0"
"2855",2855,15646609,"Chao",748,"France","Male",33,1,142645.43,1,0,0,69132.66,"0"
"24721",2585.00417276146,15796550.1603617,"Craigie",713.315813371446,"Germany","Female",48.8923397904728,2,108562.576333766,1,1,0,17558.6423902834,"1"
"8470.1",8470,15799534,"McClaran",720,"France","Male",71,5,183135.39,2,1,1,197688.5,"0"
"9968.1",9968,15603794,"Pugliesi",623,"France","Male",48,5,118469.38,1,1,1,158590.25,"0"
"4921",4921,15615016,"Maurer",515,"France","Male",33,2,0,2,1,1,136028.97,"0"
"55951",9781.76453155093,15606917.3783378,"Flynn",721.810370469,"Germany","Female",45.1768536912277,8.80385771812871,19255.8801609957,1,0,0,51999.149758465,"1"
"3619",3619,15750867,"Nucci",489,"Germany","Female",46,8,92060.06,1,1,0,147222.95,"1"
"87810",1125.48519003112,15682151.9962205,"Gibson",591.854992783628,"Spain","Male",55.0337433849927,6.3575012027286,12076.9822926626,1,1,0,23868.4785995022,"1"
"2649.4",2649,15644962,"Connolly",745,"France","Male",21,4,137910.45,1,1,1,177235.23,"0"
"56321",8404.92181312945,15638469.9452502,"Wentcher",725.857736493228,"Spain","Female",40.1967986924574,8,98502.912193916,1,1,1,113486.809639505,"1"
"26381",4256.12036929,15796914.1439511,"Tsui",626.267561518587,"France","Female",56.9837492113002,7.03250157739967,0,1,0,0,84129.5899866426,"1"
"5227",5227,15783349,"Montague",481,"Spain","Male",39,1,111233.09,1,1,1,123995.15,"0"
"9667",9667,15781689,"Macadam",758,"Spain","Male",35,5,0,2,1,0,95009.6,"0"
"7733.2",7733,15765846,"Chuang",820,"Spain","Female",31,2,94222.53,1,1,0,103570.8,"0"
"9339",9339,15691543,"Lennox",558,"Germany","Male",58,2,142537.18,1,1,1,88791.83,"0"
"4733",4733,15653937,"McIntyre",638,"Germany","Female",53,1,123916.67,1,1,0,16657.68,"1"
"6908",6908,15661433,"Zetticci",519,"France","Male",34,5,0,1,1,0,68479.6,"0"
"326",326,15736601,"Tai",716,"France","Male",35,4,144428.87,1,1,0,134132.65,"0"
"5619",5619,15780220,"Pauley",656,"France","Male",38,10,0,1,1,1,136521.82,"0"
"7401",7401,15802071,"Levi",762,"Germany","Male",35,1,117458.51,1,0,1,178361.48,"1"
"2258",2258,15698349,"Davy",686,"Spain","Female",35,4,0,2,1,1,159676.55,"0"
"5439",5439,15633274,"Tai",679,"France","Male",34,7,160515.37,1,1,0,121904.14,"0"
"4591",4591,15680167,"Thomson",635,"France","Female",78,6,47536.4,1,1,1,119400.08,"0"
"8763",8763,15765173,"Lin",350,"France","Female",60,3,0,1,0,0,113796.15,"1"
"39731",5472.85920890979,15768162.623038,"Bage",566.303777505178,"France","Female",41.303777505178,1.80437374976464,0,1,0,1,67732.148736996,"1"
"33941",4484.88462372124,15649252.681011,"Wanliss",813.74626532197,"Germany","Male",39.3581939488649,6.37313266098499,61488.2199673645,1,0,1,36462.5531838115,"1"
"6650",6650,15635277,"Coates",605,"Spain","Male",47,7,142643.54,1,1,0,189310.27,"0"
"40281",5643.89031378389,15631166.1212174,"Ijendu",400.302238299046,"Spain","Female",46.9375818588305,7.5446779394988,93491.3019080221,1,0,0,130269.212782902,"1"
"5869",5869,15663817,"Y?an",713,"France","Male",46,5,0,1,1,1,55701.62,"0"
"4250.1",4250,15712938,"Genovese",531,"France","Male",44,3,0,2,1,1,34416.79,"0"
"7279",7279,15591360,"Udinesi",642,"France","Female",33,4,84607.34,2,0,1,60059.47,"0"
"4514",4514,15722212,"Edmondstone",696,"France","Female",41,8,0,2,0,0,28276.83,"0"
"5678",5678,15763414,"Degtyarev",655,"Germany","Male",32,9,113447.01,1,1,0,82084.3,"0"
"14811",2025.99843413802,15801360.273449,"Hsing",647.674128358252,"Germany","Female",37.4472847888246,8.03514347411692,115464.393559017,3,1,0,137495.839996677,"1"
"1434.1",1434,15585282,"Trevisano",755,"France","Male",62,1,127706.33,2,0,1,142377.69,"0"
"11771",2165.87596295704,15692783.9800495,"Barclay",442.388269676128,"France","Female",40.2339556044899,2.88302219775505,130454.543016783,1.88302219775505,1,0,69432.4865241065,"1"
"3905",3905,15566633,"Freeman",698,"Germany","Male",55,8,155059.1,2,1,1,144584.29,"0"
"2199.1",2199,15573876,"Chia",473,"Spain","Male",48,8,0,2,1,0,71139.8,"0"
"36361",6288.86567869992,15638061.934489,"Greco",692.858360704966,"Germany","Female",46.4869299519341,5.64923993591219,96070.8798035531,1,1,0,94458.4348416445,"1"
"7690",7690,15777452,"Sauve",587,"France","Female",46,6,88820.29,1,0,0,70224.34,"0"
"15421",2630.34795092139,15768463.7459859,"Marshall",532.514819297241,"France","Male",38.9239799880888,3.07602001191117,138092.035286202,1,1,0,33256.2548395193,"1"
"9958",9958,15672237,"Oluchi",633,"France","Male",25,1,0,1,1,0,100598.98,"0"
"2908",6437.80497396132,15590318.1296203,"Shaw",687.844224689063,"Germany","Male",55.8742909356952,5.39857044955716,203319.729030916,1,0,1,71099.6544582154,"1"
"7278",7278,15571284,"Elmore",756,"Germany","Male",32,0,109528.16,2,1,1,56176.31,"0"
"3959",3959,15640917,"Tang",633,"France","Male",43,5,0,2,1,1,48249.88,"0"
"7236",7236,15629750,"Artyomova",697,"France","Male",35,5,133087.76,1,1,0,64771.61,"0"
"6506",6506,15761053,"Lock",596,"Germany","Male",48,2,131326.47,1,0,0,1140.02,"1"
"212",212,15624592,"Tan",603,"France","Male",31,8,0,2,1,1,169915.02,"0"
"1048",1048,15793949,"Cheng",726,"France","Female",48,4,0,1,1,0,114020.06,"1"
"8666.1",8666,15727291,"McKay",821,"France","Female",40,1,0,2,1,0,194273.12,"0"
"6656",6656,15703763,"Sanderson",554,"France","Male",44,7,85304.27,1,1,1,58076.52,"0"
"5110",5110,15576156,"Abazu",710,"Spain","Female",28,6,0,1,1,0,48426.98,"0"
"6018",8917.23586737551,15698142.5137306,"Bell",552.487014520913,"Germany","Male",35.8982567763887,9.07079332042485,112194.868039974,1,1,0,56709.897313516,"1"
"959",959,15619529,"Ndukaku",531,"Spain","Male",27,8,132576.25,1,0,0,7222.92,"0"
"1722",405.640736698871,15573820.9511868,"Cunningham",647.720070529031,"Germany","Female",45.9615783079062,8.99451118684374,127402.882115552,2.00548881315626,1,0,77178.9629312175,"1"
"1006",1006,15701602,"Ayers",521,"Germany","Male",52,5,116497.31,3,0,0,53793.1,"1"
"2602",2602,15616700,"Leach",622,"Spain","Female",41,9,0,2,1,1,155786.39,"0"
"5709",9314.47101421282,15804940.1286272,"Wright",661.117753666826,"Spain","Female",47.4384057987481,2.56159420125186,89499.3205010095,1,1,0,12395.5044643595,"1"
"6333.2",6333,15793046,"Holden",619,"France","Female",35,4,90413.12,1,1,1,20555.21,"0"
"6667.2",6667,15798709,"Gill",588,"Spain","Male",32,3,109109.33,1,0,1,4993.94,"0"
"1357",1357,15769005,"Hayward",709,"France","Male",49,4,154344.49,2,1,1,38794.57,"0"
"9300",9300,15766826,"North",824,"France","Male",26,7,146266,1,1,0,21903.62,"1"
"5971",5971,15634295,"Wilson",470,"France","Male",35,1,96473.59,1,0,0,5962.3,"0"
"33",33,15750181,"Sanderson",553,"Germany","Male",41,9,110112.54,2,0,0,81898.81,"0"
"4583",7460.19016693253,15783421.9670325,"McGuffog",699.005068985512,"France","Male",56,4.66213888255879,31197.0475602262,1,0,0,96560.4109260852,"1"
"34151",5613.90358318761,15592872.6896192,"Yefimov",741.97860799171,"Germany","Female",55.4346834309399,3.92933542886749,100774.500597402,1,1,1,80742.6524103351,"1"
"9029",9029,15695299,"Mordvinova",590,"France","Female",45,2,81828.22,1,1,0,52167.97,"0"
"1555",1555,15779481,"Swadling",628,"France","Male",34,4,158741.43,2,1,1,126192.54,"0"
"3809.1",3809,15698117,"Jerger",701,"Germany","Male",41,0,150844.94,1,0,1,127623.36,"0"
"588",1088.6588313356,15778018.9958074,"Ejimofor",703.62318275962,"France","Female",41.1027683382854,5,121698.954658675,1.5171280563809,1,1,27048.7778361982,"1"
"7588.3",7588,15773789,"Pavlova",594,"Spain","Female",38,7,96858.35,1,1,0,77511.45,"0"
"54041",8734.08071921952,15700097.6467803,"Marcelo",811.126064346172,"Germany","Male",58.0575005570427,6.12642841227353,43178.1713737263,1,0,0,134705.133355635,"1"
"1764.2",1764,15602844,"Niu",717,"France","Male",38,7,97459.06,1,0,0,189175.71,"0"
"7155",7155,15659100,"Lane",605,"France","Male",33,9,128152.82,1,0,0,147822.81,"0"
"2647",2647,15582944,"Becker",425,"Spain","Female",39,5,0,2,1,0,140941.47,"0"
"26991",4593.69716698676,15722722.2402115,"Abramovich",743.632211321034,"Spain","Male",64.0334353344515,6.3221882218495,141490.026595906,1,0,1,25897.6810552261,"1"
"43821",7490.52751197293,15759311.9848927,"Davis",608.651886284351,"France","Male",49.4851711969823,7.54074289277196,115282.224529502,1,1,0,93649.4782270201,"1"
"6667.1",6667,15798709,"Gill",588,"Spain","Male",32,3,109109.33,1,0,1,4993.94,"0"
"6563",6563,15797475,"Brennan",720,"France","Male",44,3,86102.27,1,1,0,180134.88,"1"
"827",827,15660535,"Avent",680,"France","Female",47,5,0,2,1,1,179843.33,"0"
"9068",9068,15684645,"Ajuluchukwu",704,"Germany","Male",41,9,62078.21,2,1,0,129050.67,"0"
"20411",5775.26054189447,15730566.1105634,"Tate",628.845774590038,"France","Female",41,2,130597.448199975,1,1,0,110598.082007294,"1"
"7245",7245,15670029,"Marcelo",445,"France","Female",33,7,0,2,1,0,122625.68,"0"
"38311",5864.61435710266,15775206.2920577,"Longo",564.924681149423,"France","Male",40.9362288862467,8.24202861078084,149820.648084561,1,1,0,35513.4402730099,"1"
"5997",5997,15745455,"Navarrete",638,"Germany","Male",62,4,108716.59,2,1,1,74241.09,"0"
"7982",7982,15803032,"Yen",599,"Germany","Male",38,9,89111.63,1,0,0,157239.6,"0"
"44961",7290.70362005103,15666839.5465176,"Ardis",661.39376501576,"France","Male",34,7.3044650007505,107335.779700993,1,1,0,63584.8771133635,"1"
"2145",2145,15613712,"Boag",634,"Spain","Male",34,1,0,2,1,0,61995.57,"0"
"8061",8061,15776596,"Ferri",730,"Spain","Female",39,6,140094.59,1,1,0,172450.04,"1"
"15651",2149.16850963049,15764400.7842548,"Gregson",643.485559700057,"Germany","Male",50.7143766470253,1.97143766470253,105934.210796512,1,1,0,34712.3413134198,"1"
"55071",9235.08896779735,15688794.274356,"Lewis",630.140027618967,"France","Male",46.4496306525543,7.348891957663,151051.470824452,1,1,0,121195.310220824,"1"
"3598",3598,15671630,"McMillan",796,"Germany","Female",40,1,99745.95,1,1,0,177524.19,"0"
"196",196,15594815,"Aleshire",807,"France","Male",35,3,174790.15,1,1,1,600.36,"0"
"4429.1",4429,15742028,"Udegbulam",602,"France","Female",35,5,0,2,1,0,31050.02,"0"
"2064",2064,15571305,"Stephenson",588,"Germany","Female",35,1,103060.63,1,1,0,179866.01,"1"
"4065",4065,15689886,"Holden",626,"Germany","Male",39,10,132287.92,3,1,1,51467.92,"1"
"701",701,15803457,"Hao",750,"France","Female",32,5,0,2,1,0,95611.47,"0"
"22371",3446.22266158927,15747491.5185928,"Murphy",562.094667109661,"France","Female",45.179333452601,1.37733329925686,122341.587915121,1,1,0,23156.3191773768,"1"
"3801.1",3801,15685314,"Noble",850,"France","Female",28,2,0,2,1,1,38773.74,"0"
"6565",6565,15737104,"Lawson",652,"Germany","Female",47,0,126597.89,2,1,1,38798.79,"1"
"49881",8010.41190125933,15807542.6959738,"Siciliano",675.761378627736,"France","Male",48.1035239496268,5.85976507002488,102617.03740917,1,1,1,23952.1906555183,"1"
"5940",5940,15709861,"He",766,"Germany","Male",30,4,127786.28,2,1,1,28879.3,"0"
"1365",1365,15719958,"Degtyarev",850,"Germany","Male",39,3,124548.99,2,1,1,120380.12,"0"
"9759",9759,15701160,"Azubuike",556,"Germany","Female",43,4,125890.72,1,1,1,74854.97,"0"
"7374",7374,15716347,"Griffin",663,"Germany","Male",37,7,143625.83,2,0,1,176487.05,"0"
"15681",2853.8740344895,15693664.1119601,"Fleming",669.650055904873,"Germany","Female",51.9555804021657,8.47779020108283,155501.011028001,3.73889510054141,1,1,130874.195929559,"1"
"6100",6100,15743498,"Winter",532,"Germany","Male",52,9,137755.76,1,1,0,163191.99,"1"
"9293.1",9293,15677764,"Chao",461,"Germany","Female",74,1,186445.31,2,1,1,196767.83,"0"
"6318",6318,15654878,"Yobanna",450,"France","Male",29,7,117199.8,1,1,1,43480.63,"0"
"2904",2904,15728773,"Hsieh",568,"France","Female",47,7,0,2,1,1,45978.39,"0"
"1182",1182,15624428,"Longo",651,"Germany","Female",24,7,40224.7,1,1,1,178341.33,"0"
"3468",3468,15771509,"Hirst",538,"Germany","Female",42,1,98548.62,2,0,1,94047.75,"0"
"8430",8430,15681671,"Nkemjika",850,"Germany","Male",28,2,101100.22,2,1,1,35337.31,"0"
"928.1",928,15633461,"Pai",639,"Germany","Male",38,5,130170.82,1,1,1,149599.62,"0"
"9336.1",9336,15739123,"Mellor",737,"Germany","Male",50,4,127552.85,2,1,0,4225.11,"0"
"4602",4602,15571666,"Shaw",642,"Germany","Male",30,8,134497.27,1,0,0,43250.54,"0"
"32601",4929.18109861203,15695273.2764334,"Macnamara",728.898526025005,"Germany","Female",56.823786127381,3.35242774523795,115249.576765663,1.82378612738103,1,1,64323.220802412,"1"
"9009",9009,15776936,"Whitworth",475,"France","Male",40,7,160818.08,1,0,1,169642.13,"1"
"9379.2",9379,15762682,"Mitchell",709,"Spain","Female",35,1,111827.27,2,1,0,12674.68,"0"
"4699",4699,15645717,"Avdeeva",732,"France","Male",62,2,0,2,1,1,25438.87,"0"
"2149.4",2149,15811842,"Artemyeva",630,"Spain","Male",26,7,0,2,1,1,6656.64,"0"
"23761",3212.75521649793,15704152.6269303,"Thorpe",769.048445743509,"France","Female",29.655900945887,7,158278.350734386,1.66397523647174,1,1,151959.420857064,"1"
"3607",3607,15616922,"Kelly",479,"France","Female",26,1,0,2,1,1,19116.97,"0"
"8251",8251,15688865,"Wade",850,"France","Female",35,9,0,2,0,0,25329.48,"0"
"42",42,15738148,"Clarke",465,"France","Female",51,8,122522.32,1,0,0,181297.65,"1"
"60971",9803.58875721507,15652834.3847431,"Bryant",625.564038591227,"France","Male",47.352337283548,3,147848.579051804,1,1,1,146231.00548368,"1"
"31251",4999.43244453799,15773008.1796726,"Bray",691.167707200395,"France","Female",28.5466868984513,4.81142423604615,130787.288828659,2,0,0,144831.345307119,"1"
"3653",5654.66401439393,15607527.2285067,"Claiborne",506.058596926276,"France","Male",46.1289375508204,1,92903.2577936822,1,1,0,103044.333249445,"1"
"9226",9226,15584928,"Ugochukwutubelum",594,"Germany","Female",32,4,120074.97,2,1,1,162961.79,"0"
"591",591,15788291,"Okwuadigbo",713,"Germany","Female",38,7,144606.22,1,1,1,56594.36,"1"
"2683",2683,15732102,"Darling",656,"Germany","Female",27,3,150905.03,2,1,0,16998.72,"0"
"8004",8004,15595426,"Madukwe",603,"Spain","Male",57,6,105000.85,2,1,1,87412.24,"1"
"5218",5218,15796434,"Farnsworth",724,"France","Male",28,5,97612.12,1,1,1,96498.14,"0"
"3182",3182,15663249,"Howells",575,"Spain","Female",37,9,133292.45,1,1,0,111175.09,"0"
"14021",1280.65593589679,15644484.700254,"Marchesi",608.713267189218,"France","Male",39.7902241763659,4.79720690753311,123296.355558273,2.30069827311672,1,0,118668.235491714,"1"
